order_id,supplier_id,facility_id,status,total_amount,added_at,note
3167,43,19,received,"$1,933,880.00",2025-11-21 19:36:09.061815 +00:00,закупка 2025-11-21
3168,25,9,processing_by_supplier,"$1,538,698.00",2025-11-03 19:36:09.061815 +00:00,закупка 2025-11-03
3169,28,21,shipped,"$1,635,758.00",2025-10-22 19:36:09.061815 +00:00,закупка 2025-10-22
3170,29,2,shipped,"$3,720,681.00",2025-12-04 19:36:09.061815 +00:00,закупка 2025-12-04
3171,14,17,processing_by_supplier,"$2,439,950.00",2025-12-01 19:36:09.061815 +00:00,закупка 2025-12-01
3172,44,6,shipped,"$2,320,802.00",2025-12-08 19:36:09.061815 +00:00,закупка 2025-12-08
3173,38,11,shipped,"$2,963,067.00",2025-10-31 19:36:09.061815 +00:00,закупка 2025-10-31
3174,24,19,shipped,"$1,348,358.00",2025-11-13 19:36:09.061815 +00:00,закупка 2025-11-13
3175,25,24,shipped,"$151,938.00",2025-11-07 19:36:09.061815 +00:00,закупка 2025-11-07
3176,39,20,processing_by_supplier,"$3,821,274.00",2025-11-03 19:36:09.061815 +00:00,закупка 2025-11-03
3177,3,28,shipped,"$2,930,871.00",2025-11-17 19:36:09.061815 +00:00,закупка 2025-11-17
3178,14,37,received,"$2,066,111.00",2025-12-10 19:36:09.061815 +00:00,закупка 2025-12-10
3179,13,30,processing_by_supplier,"$593,352.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
3180,29,20,processing_by_supplier,"$3,788,177.00",2025-11-09 19:36:09.061815 +00:00,закупка 2025-11-09
3181,12,19,processing_by_supplier,"$3,325,644.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
3182,49,14,processing_by_supplier,"$3,134,702.00",2025-10-23 19:36:09.061815 +00:00,закупка 2025-10-23
3183,33,11,received,"$1,461,091.00",2025-12-12 19:36:09.061815 +00:00,закупка 2025-12-12
3184,33,24,processing_by_supplier,"$3,532,497.00",2025-11-26 19:36:09.061815 +00:00,закупка 2025-11-26
3185,42,23,shipped,"$2,104,002.00",2025-11-17 19:36:09.061815 +00:00,закупка 2025-11-17
3186,1,15,processing_by_supplier,"$3,464,492.00",2025-10-14 19:36:09.061815 +00:00,закупка 2025-10-14
3187,12,4,received,"$7,138,755.00",2025-10-31 19:36:09.061815 +00:00,закупка 2025-10-31
3188,16,27,processing_by_supplier,"$4,922,308.00",2025-10-22 19:36:09.061815 +00:00,закупка 2025-10-22
3189,47,3,received,"$4,448,067.00",2025-12-04 19:36:09.061815 +00:00,закупка 2025-12-04
3190,18,27,received,"$2,279,446.00",2025-10-22 19:36:09.061815 +00:00,закупка 2025-10-22
3191,50,1,received,"$5,072,137.00",2025-12-12 19:36:09.061815 +00:00,закупка 2025-12-12
3192,14,24,shipped,"$388,528.00",2025-12-01 19:36:09.061815 +00:00,закупка 2025-12-01
3193,3,25,processing_by_supplier,"$996,392.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
3194,25,13,shipped,"$2,600,444.00",2025-10-19 19:36:09.061815 +00:00,закупка 2025-10-19
3195,50,2,shipped,"$1,117,248.00",2025-12-08 19:36:09.061815 +00:00,закупка 2025-12-08
3196,23,9,shipped,"$5,148,151.00",2025-12-09 19:36:09.061815 +00:00,закупка 2025-12-09
3197,11,28,shipped,"$4,025,931.00",2025-10-16 19:36:09.061815 +00:00,закупка 2025-10-16
3198,11,27,processing_by_supplier,"$3,054,330.00",2025-12-01 19:36:09.061815 +00:00,закупка 2025-12-01
3199,2,33,received,"$2,357,925.00",2025-12-09 19:36:09.061815 +00:00,закупка 2025-12-09
3200,40,25,processing_by_supplier,"$4,663,801.00",2025-12-05 19:36:09.061815 +00:00,закупка 2025-12-05
3201,23,20,processing_by_supplier,"$2,229,190.00",2025-12-08 19:36:09.061815 +00:00,закупка 2025-12-08
3202,47,16,shipped,"$6,534,979.00",2025-11-28 19:36:09.061815 +00:00,закупка 2025-11-28
3203,41,40,shipped,"$5,274,080.00",2025-10-19 19:36:09.061815 +00:00,закупка 2025-10-19
3204,20,11,processing_by_supplier,"$1,744,410.00",2025-11-08 19:36:09.061815 +00:00,закупка 2025-11-08
3205,43,39,shipped,"$3,050,904.00",2025-11-06 19:36:09.061815 +00:00,закупка 2025-11-06
3206,40,1,received,"$6,951,098.00",2025-10-19 19:36:09.061815 +00:00,закупка 2025-10-19
3207,31,4,processing_by_supplier,"$4,707,736.00",2025-12-05 19:36:09.061815 +00:00,закупка 2025-12-05
3208,48,34,received,"$1,955,692.00",2025-10-22 19:36:09.061815 +00:00,закупка 2025-10-22
3209,25,26,shipped,"$3,131,388.00",2025-12-13 19:36:09.061815 +00:00,закупка 2025-12-13
3210,19,32,received,"$3,439,993.00",2025-10-17 19:36:09.061815 +00:00,закупка 2025-10-17
3211,32,12,processing_by_supplier,"$4,777,267.00",2025-11-29 19:36:09.061815 +00:00,закупка 2025-11-29
3212,13,39,processing_by_supplier,"$1,505,488.00",2025-12-11 19:36:09.061815 +00:00,закупка 2025-12-11
3213,23,22,shipped,"$5,234,333.00",2025-10-19 19:36:09.061815 +00:00,закупка 2025-10-19
3214,31,23,processing_by_supplier,"$4,660,259.00",2025-10-22 19:36:09.061815 +00:00,закупка 2025-10-22
3215,35,39,processing_by_supplier,"$1,010,358.00",2025-11-18 19:36:09.061815 +00:00,закупка 2025-11-18
3216,45,37,processing_by_supplier,"$3,368,690.00",2025-10-18 19:36:09.061815 +00:00,закупка 2025-10-18
3217,17,5,received,"$3,207,597.00",2025-11-22 19:36:09.061815 +00:00,закупка 2025-11-22
3218,36,27,shipped,"$2,348,507.00",2025-10-14 19:36:09.061815 +00:00,закупка 2025-10-14
3219,35,30,processing_by_supplier,"$6,161,779.00",2025-10-15 19:36:09.061815 +00:00,закупка 2025-10-15
3220,41,16,processing_by_supplier,"$689,575.00",2025-12-09 19:36:09.061815 +00:00,закупка 2025-12-09
3221,35,6,shipped,"$3,039,578.00",2025-11-25 19:36:09.061815 +00:00,закупка 2025-11-25
3222,43,36,processing_by_supplier,"$1,194,612.00",2025-11-12 19:36:09.061815 +00:00,закупка 2025-11-12
3223,14,13,received,"$2,330,781.00",2025-11-20 19:36:09.061815 +00:00,закупка 2025-11-20
3224,33,24,processing_by_supplier,"$3,065,544.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
3225,46,20,processing_by_supplier,"$5,097,398.00",2025-10-29 19:36:09.061815 +00:00,закупка 2025-10-29
3226,8,16,processing_by_supplier,"$1,503,228.00",2025-10-28 19:36:09.061815 +00:00,закупка 2025-10-28
3227,33,26,received,"$2,681,457.00",2025-11-25 19:36:09.061815 +00:00,закупка 2025-11-25
3228,32,8,shipped,"$4,430,295.00",2025-12-10 19:36:09.061815 +00:00,закупка 2025-12-10
3229,43,10,processing_by_supplier,"$1,664,569.00",2025-10-27 19:36:09.061815 +00:00,закупка 2025-10-27
3230,7,10,received,"$2,753,515.00",2025-10-23 19:36:09.061815 +00:00,закупка 2025-10-23
3231,27,23,shipped,"$1,710,118.00",2025-10-18 19:36:09.061815 +00:00,закупка 2025-10-18
3232,31,12,processing_by_supplier,"$6,532,562.00",2025-12-06 19:36:09.061815 +00:00,закупка 2025-12-06
3233,39,18,received,"$2,081,179.00",2025-12-13 19:36:09.061815 +00:00,закупка 2025-12-13
3234,38,11,processing_by_supplier,"$4,343,860.00",2025-11-14 19:36:09.061815 +00:00,закупка 2025-11-14
3235,6,16,received,"$243,208.00",2025-12-01 19:36:09.061815 +00:00,закупка 2025-12-01
3236,42,14,processing_by_supplier,"$2,227,925.00",2025-12-01 19:36:09.061815 +00:00,закупка 2025-12-01
3237,41,19,received,"$1,493,596.00",2025-10-23 19:36:09.061815 +00:00,закупка 2025-10-23
3238,9,29,processing_by_supplier,"$6,479,228.00",2025-11-30 19:36:09.061815 +00:00,закупка 2025-11-30
3239,7,16,shipped,"$1,542,820.00",2025-12-04 19:36:09.061815 +00:00,закупка 2025-12-04
3240,5,37,received,"$2,700,873.00",2025-11-11 19:36:09.061815 +00:00,закупка 2025-11-11
3241,23,21,processing_by_supplier,"$4,784,604.00",2025-10-20 19:36:09.061815 +00:00,закупка 2025-10-20
3242,4,29,processing_by_supplier,"$2,538,298.00",2025-11-07 19:36:09.061815 +00:00,закупка 2025-11-07
3243,46,16,shipped,"$3,726,868.00",2025-10-14 19:36:09.061815 +00:00,закупка 2025-10-14
3244,38,12,processing_by_supplier,"$3,764,811.00",2025-12-09 19:36:09.061815 +00:00,закупка 2025-12-09
3245,10,32,received,"$2,078,601.00",2025-11-04 19:36:09.061815 +00:00,закупка 2025-11-04
3246,26,29,shipped,"$1,536,010.00",2025-11-15 19:36:09.061815 +00:00,закупка 2025-11-15
3247,6,24,received,"$234,929.00",2025-10-19 19:36:09.061815 +00:00,закупка 2025-10-19
3248,24,4,shipped,"$2,569,309.00",2025-10-29 19:36:09.061815 +00:00,закупка 2025-10-29
3249,16,12,received,"$4,890,879.00",2025-12-08 19:36:09.061815 +00:00,закупка 2025-12-08
3250,8,9,processing_by_supplier,"$3,035,509.00",2025-11-02 19:36:09.061815 +00:00,закупка 2025-11-02
3251,15,28,received,"$7,991,708.00",2025-11-05 19:36:09.061815 +00:00,закупка 2025-11-05
3252,50,12,received,"$8,170,582.00",2025-11-02 19:36:09.061815 +00:00,закупка 2025-11-02
3253,12,8,received,"$9,280,418.00",2025-11-03 19:36:09.061815 +00:00,закупка 2025-11-03
3254,34,38,processing_by_supplier,"$5,032,523.00",2025-11-25 19:36:09.061815 +00:00,закупка 2025-11-25
3255,31,10,shipped,"$2,437,928.00",2025-11-04 19:36:09.061815 +00:00,закупка 2025-11-04
3256,35,29,processing_by_supplier,"$2,526,618.00",2025-11-05 19:36:09.061815 +00:00,закупка 2025-11-05
3257,50,12,processing_by_supplier,"$347,420.00",2025-11-17 19:36:09.061815 +00:00,закупка 2025-11-17
3258,14,32,shipped,"$2,044,852.00",2025-12-09 19:36:09.061815 +00:00,закупка 2025-12-09
3259,17,19,shipped,"$2,142,629.00",2025-10-15 19:36:09.061815 +00:00,закупка 2025-10-15
3260,5,18,processing_by_supplier,"$4,264,435.00",2025-11-26 19:36:09.061815 +00:00,закупка 2025-11-26
3261,34,28,processing_by_supplier,"$3,376,244.00",2025-11-20 19:36:09.061815 +00:00,закупка 2025-11-20
3262,16,33,processing_by_supplier,"$6,519,356.00",2025-12-06 19:36:09.061815 +00:00,закупка 2025-12-06
3263,44,9,processing_by_supplier,"$3,893,563.00",2025-12-05 19:36:09.061815 +00:00,закупка 2025-12-05
3264,15,31,shipped,"$3,468,054.00",2025-11-19 19:36:09.061815 +00:00,закупка 2025-11-19
3265,29,22,processing_by_supplier,"$6,694,420.00",2025-11-13 19:36:09.061815 +00:00,закупка 2025-11-13
3266,5,36,shipped,"$630,203.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
3267,34,3,processing_by_supplier,"$3,340,939.00",2025-12-07 19:36:09.061815 +00:00,закупка 2025-12-07
3268,22,23,shipped,"$3,681,547.00",2025-12-07 19:36:09.061815 +00:00,закупка 2025-12-07
3269,32,39,processing_by_supplier,"$2,809,926.00",2025-11-01 19:36:09.061815 +00:00,закупка 2025-11-01
3270,44,38,processing_by_supplier,"$6,755,794.00",2025-10-24 19:36:09.061815 +00:00,закупка 2025-10-24
3271,14,2,received,"$1,610,095.00",2025-11-03 19:36:09.061815 +00:00,закупка 2025-11-03
3272,1,7,shipped,"$4,825,212.00",2025-11-03 19:36:09.061815 +00:00,закупка 2025-11-03
3273,24,38,shipped,"$2,066,030.00",2025-11-12 19:36:09.061815 +00:00,закупка 2025-11-12
3274,31,40,shipped,"$2,113,838.00",2025-12-12 19:36:09.061815 +00:00,закупка 2025-12-12
3275,20,38,shipped,"$1,470,086.00",2025-11-14 19:36:09.061815 +00:00,закупка 2025-11-14
3276,4,11,received,"$1,247,050.00",2025-12-13 19:36:09.061815 +00:00,закупка 2025-12-13
3277,45,27,received,"$1,252,879.00",2025-10-31 19:36:09.061815 +00:00,закупка 2025-10-31
3278,20,38,shipped,"$6,250,939.00",2025-11-30 19:36:09.061815 +00:00,закупка 2025-11-30
3279,9,28,shipped,"$3,735,109.00",2025-11-09 19:36:09.061815 +00:00,закупка 2025-11-09
3280,25,8,processing_by_supplier,"$1,933,492.00",2025-12-10 19:36:09.061815 +00:00,закупка 2025-12-10
3281,19,20,received,"$4,783,129.00",2025-10-25 19:36:09.061815 +00:00,закупка 2025-10-25
3282,46,7,processing_by_supplier,"$1,681,721.00",2025-11-18 19:36:09.061815 +00:00,закупка 2025-11-18
3283,13,9,shipped,"$7,846,515.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
3284,36,38,processing_by_supplier,"$6,377,361.00",2025-12-05 19:36:09.061815 +00:00,закупка 2025-12-05
3285,45,16,shipped,"$830,466.00",2025-11-21 19:36:09.061815 +00:00,закупка 2025-11-21
3286,17,10,shipped,"$3,205,366.00",2025-10-30 19:36:09.061815 +00:00,закупка 2025-10-30
3287,38,14,processing_by_supplier,"$5,698,803.00",2025-12-08 19:36:09.061815 +00:00,закупка 2025-12-08
3288,15,29,received,"$512,200.00",2025-11-22 19:36:09.061815 +00:00,закупка 2025-11-22
3289,49,28,shipped,"$3,581,372.00",2025-12-07 19:36:09.061815 +00:00,закупка 2025-12-07
3290,12,10,shipped,"$2,070,046.00",2025-12-12 19:36:09.061815 +00:00,закупка 2025-12-12
3291,9,37,shipped,"$2,378,316.00",2025-10-20 19:36:09.061815 +00:00,закупка 2025-10-20
3292,44,1,shipped,"$4,227,434.00",2025-11-26 19:36:09.061815 +00:00,закупка 2025-11-26
3293,22,19,processing_by_supplier,"$4,514,595.00",2025-10-22 19:36:09.061815 +00:00,закупка 2025-10-22
3294,24,5,processing_by_supplier,"$1,953,967.00",2025-11-07 19:36:09.061815 +00:00,закупка 2025-11-07
3295,31,37,processing_by_supplier,"$5,914,127.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
3296,32,23,shipped,"$3,605,092.00",2025-10-30 19:36:09.061815 +00:00,закупка 2025-10-30
3297,3,8,received,"$3,477,217.00",2025-11-21 19:36:09.061815 +00:00,закупка 2025-11-21
3298,8,28,shipped,"$5,008,538.00",2025-12-04 19:36:09.061815 +00:00,закупка 2025-12-04
3299,8,24,shipped,"$1,393,462.00",2025-11-30 19:36:09.061815 +00:00,закупка 2025-11-30
3300,50,1,shipped,"$5,104,441.00",2025-11-05 19:36:09.061815 +00:00,закупка 2025-11-05
3301,44,7,shipped,"$2,095,486.00",2025-11-05 19:36:09.061815 +00:00,закупка 2025-11-05
3302,21,19,shipped,"$7,990,298.00",2025-12-06 19:36:09.061815 +00:00,закупка 2025-12-06
3303,41,29,shipped,"$5,967,949.00",2025-11-10 19:36:09.061815 +00:00,закупка 2025-11-10
3304,36,13,received,"$4,858,321.00",2025-11-24 19:36:09.061815 +00:00,закупка 2025-11-24
3305,35,15,received,"$2,173,412.00",2025-10-23 19:36:09.061815 +00:00,закупка 2025-10-23
3306,49,40,received,"$2,454,683.00",2025-12-02 19:36:09.061815 +00:00,закупка 2025-12-02
3307,10,24,received,"$4,279,161.00",2025-11-24 19:36:09.061815 +00:00,закупка 2025-11-24
3308,30,22,processing_by_supplier,"$5,528,967.00",2025-10-20 19:36:09.061815 +00:00,закупка 2025-10-20
3309,28,18,processing_by_supplier,"$3,318,628.00",2025-12-05 19:36:09.061815 +00:00,закупка 2025-12-05
3310,23,6,processing_by_supplier,"$6,880,874.00",2025-10-25 19:36:09.061815 +00:00,закупка 2025-10-25
3311,35,6,shipped,"$4,356,269.00",2025-10-24 19:36:09.061815 +00:00,закупка 2025-10-24
3312,21,3,received,"$2,868,267.00",2025-10-18 19:36:09.061815 +00:00,закупка 2025-10-18
3313,1,37,shipped,"$3,321,034.00",2025-11-25 19:36:09.061815 +00:00,закупка 2025-11-25
3314,12,3,shipped,"$2,629,132.00",2025-11-08 19:36:09.061815 +00:00,закупка 2025-11-08
3315,45,33,received,"$3,844,416.00",2025-12-13 19:36:09.061815 +00:00,закупка 2025-12-13
3316,10,40,processing_by_supplier,"$2,391,718.00",2025-11-07 19:36:09.061815 +00:00,закупка 2025-11-07
3317,35,36,received,"$5,723,705.00",2025-10-17 19:36:09.061815 +00:00,закупка 2025-10-17
3318,27,25,processing_by_supplier,"$3,559,893.00",2025-12-13 19:36:09.061815 +00:00,закупка 2025-12-13
3319,46,2,shipped,"$948,570.00",2025-11-28 19:36:09.061815 +00:00,закупка 2025-11-28
3320,21,18,shipped,"$4,335,863.00",2025-12-06 19:36:09.061815 +00:00,закупка 2025-12-06
3321,3,33,shipped,"$8,096,265.00",2025-10-19 19:36:09.061815 +00:00,закупка 2025-10-19
3322,8,11,shipped,"$2,054,491.00",2025-10-22 19:36:09.061815 +00:00,закупка 2025-10-22
3323,9,21,shipped,"$4,496,801.00",2025-11-13 19:36:09.061815 +00:00,закупка 2025-11-13
3324,30,28,received,"$254,296.00",2025-12-13 19:36:09.061815 +00:00,закупка 2025-12-13
3325,33,7,received,"$198,643.00",2025-10-15 19:36:09.061815 +00:00,закупка 2025-10-15
3326,22,19,shipped,"$3,285,401.00",2025-10-23 19:36:09.061815 +00:00,закупка 2025-10-23
3327,18,32,processing_by_supplier,"$4,673,761.00",2025-11-09 19:36:09.061815 +00:00,закупка 2025-11-09
3328,3,40,received,"$3,370,785.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
3329,44,35,processing_by_supplier,"$9,017,801.00",2025-10-29 19:36:09.061815 +00:00,закупка 2025-10-29
3330,46,25,processing_by_supplier,"$3,838,277.00",2025-12-02 19:36:09.061815 +00:00,закупка 2025-12-02
3331,10,5,received,"$2,256,884.00",2025-10-16 19:36:09.061815 +00:00,закупка 2025-10-16
3332,5,9,received,"$3,549,297.00",2025-11-17 19:36:09.061815 +00:00,закупка 2025-11-17
3333,24,8,shipped,"$3,363,362.00",2025-10-21 19:36:09.061815 +00:00,закупка 2025-10-21
3334,28,25,received,"$2,410,392.00",2025-11-18 19:36:09.061815 +00:00,закупка 2025-11-18
3335,49,23,processing_by_supplier,"$4,587,323.00",2025-11-12 19:36:09.061815 +00:00,закупка 2025-11-12
3336,9,16,shipped,"$916,526.00",2025-11-11 19:36:09.061815 +00:00,закупка 2025-11-11
3337,4,16,processing_by_supplier,"$3,061,933.00",2025-12-10 19:36:09.061815 +00:00,закупка 2025-12-10
3338,6,20,shipped,"$5,969,625.00",2025-10-27 19:36:09.061815 +00:00,закупка 2025-10-27
3339,40,21,shipped,"$2,256,026.00",2025-10-26 19:36:09.061815 +00:00,закупка 2025-10-26
3340,18,10,shipped,"$6,352,726.00",2025-11-12 19:36:09.061815 +00:00,закупка 2025-11-12
3341,30,8,shipped,"$3,702,405.00",2025-11-08 19:36:09.061815 +00:00,закупка 2025-11-08
3342,10,30,received,"$800,509.00",2025-10-17 19:36:09.061815 +00:00,закупка 2025-10-17
3343,40,15,processing_by_supplier,"$5,655,801.00",2025-11-24 19:36:09.061815 +00:00,закупка 2025-11-24
3344,15,22,shipped,"$1,323,812.00",2025-10-18 19:36:09.061815 +00:00,закупка 2025-10-18
3345,28,21,received,"$2,134,769.00",2025-10-23 19:36:09.061815 +00:00,закупка 2025-10-23
3346,38,14,received,"$1,878,399.00",2025-12-09 19:36:09.061815 +00:00,закупка 2025-12-09
3347,22,9,received,"$7,750,414.00",2025-12-02 19:36:09.061815 +00:00,закупка 2025-12-02
3348,47,36,shipped,"$1,582,380.00",2025-11-29 19:36:09.061815 +00:00,закупка 2025-11-29
3349,15,22,received,"$2,710,131.00",2025-10-19 19:36:09.061815 +00:00,закупка 2025-10-19
3350,32,35,processing_by_supplier,"$6,875,200.00",2025-10-28 19:36:09.061815 +00:00,закупка 2025-10-28
3351,3,29,received,"$4,037,498.00",2025-10-21 19:36:09.061815 +00:00,закупка 2025-10-21
3352,23,24,processing_by_supplier,"$3,506,247.00",2025-11-13 19:36:09.061815 +00:00,закупка 2025-11-13
3353,47,14,received,"$2,323,459.00",2025-10-14 19:36:09.061815 +00:00,закупка 2025-10-14
3354,4,9,received,"$2,463,284.00",2025-11-04 19:36:09.061815 +00:00,закупка 2025-11-04
3355,42,20,received,"$2,358,798.00",2025-12-10 19:36:09.061815 +00:00,закупка 2025-12-10
3356,15,23,processing_by_supplier,"$1,684,913.00",2025-10-26 19:36:09.061815 +00:00,закупка 2025-10-26
3357,28,19,received,"$3,333,134.00",2025-11-06 19:36:09.061815 +00:00,закупка 2025-11-06
3358,32,8,processing_by_supplier,"$3,922,593.00",2025-10-29 19:36:09.061815 +00:00,закупка 2025-10-29
3359,26,35,shipped,"$8,600,484.00",2025-11-03 19:36:09.061815 +00:00,закупка 2025-11-03
3360,13,6,shipped,"$6,740,571.00",2025-11-11 19:36:09.061815 +00:00,закупка 2025-11-11
3361,45,28,processing_by_supplier,"$2,656,869.00",2025-11-08 19:36:09.061815 +00:00,закупка 2025-11-08
3362,40,3,processing_by_supplier,"$3,167,173.00",2025-12-10 19:36:09.061815 +00:00,закупка 2025-12-10
3363,25,36,processing_by_supplier,"$2,106,212.00",2025-12-12 19:36:09.061815 +00:00,закупка 2025-12-12
3364,50,4,shipped,"$1,981,828.00",2025-10-30 19:36:09.061815 +00:00,закупка 2025-10-30
3365,38,32,shipped,"$2,518,462.00",2025-10-20 19:36:09.061815 +00:00,закупка 2025-10-20
3366,2,17,received,"$1,590,786.00",2025-11-13 19:36:09.061815 +00:00,закупка 2025-11-13
3367,35,19,shipped,"$1,620,493.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
3368,35,9,processing_by_supplier,"$2,861,167.00",2025-10-17 19:36:09.061815 +00:00,закупка 2025-10-17
3369,39,40,processing_by_supplier,"$865,416.00",2025-10-29 19:36:09.061815 +00:00,закупка 2025-10-29
3370,40,17,processing_by_supplier,"$4,629,664.00",2025-12-08 19:36:09.061815 +00:00,закупка 2025-12-08
3371,10,27,shipped,"$1,733,562.00",2025-10-29 19:36:09.061815 +00:00,закупка 2025-10-29
3372,30,28,received,"$2,013,563.00",2025-10-31 19:36:09.061815 +00:00,закупка 2025-10-31
3373,27,26,shipped,"$1,881,615.00",2025-12-07 19:36:09.061815 +00:00,закупка 2025-12-07
3374,40,40,received,"$3,500,555.00",2025-12-05 19:36:09.061815 +00:00,закупка 2025-12-05
3375,44,35,processing_by_supplier,"$2,140,242.00",2025-10-23 19:36:09.061815 +00:00,закупка 2025-10-23
3376,47,13,processing_by_supplier,"$981,960.00",2025-12-07 19:36:09.061815 +00:00,закупка 2025-12-07
3377,18,28,shipped,"$4,939,347.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
3378,47,31,processing_by_supplier,"$4,608,863.00",2025-10-29 19:36:09.061815 +00:00,закупка 2025-10-29
3379,23,14,processing_by_supplier,"$3,304,222.00",2025-11-14 19:36:09.061815 +00:00,закупка 2025-11-14
3380,31,20,received,"$4,375,571.00",2025-11-26 19:36:09.061815 +00:00,закупка 2025-11-26
3381,29,20,received,"$3,543,982.00",2025-10-25 19:36:09.061815 +00:00,закупка 2025-10-25
3382,7,37,processing_by_supplier,"$4,459,501.00",2025-10-17 19:36:09.061815 +00:00,закупка 2025-10-17
3383,36,26,shipped,"$4,257,271.00",2025-11-04 19:36:09.061815 +00:00,закупка 2025-11-04
3384,6,5,processing_by_supplier,"$6,592,051.00",2025-12-04 19:36:09.061815 +00:00,закупка 2025-12-04
3385,9,30,processing_by_supplier,"$3,913,830.00",2025-11-09 19:36:09.061815 +00:00,закупка 2025-11-09
3386,18,7,shipped,"$2,521,688.00",2025-12-01 19:36:09.061815 +00:00,закупка 2025-12-01
3387,44,6,received,"$6,958,526.00",2025-10-15 19:36:09.061815 +00:00,закупка 2025-10-15
3388,5,1,shipped,"$1,300,820.00",2025-12-05 19:36:09.061815 +00:00,закупка 2025-12-05
3389,9,34,processing_by_supplier,"$6,339,426.00",2025-11-02 19:36:09.061815 +00:00,закупка 2025-11-02
3390,50,14,shipped,"$2,719,074.00",2025-10-17 19:36:09.061815 +00:00,закупка 2025-10-17
3391,50,28,received,"$1,366,292.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
3392,27,33,received,"$4,092,162.00",2025-12-10 19:36:09.061815 +00:00,закупка 2025-12-10
3393,47,39,processing_by_supplier,"$4,996,886.00",2025-12-10 19:36:09.061815 +00:00,закупка 2025-12-10
3394,24,9,processing_by_supplier,"$3,225,252.00",2025-11-15 19:36:09.061815 +00:00,закупка 2025-11-15
3395,12,1,shipped,"$3,761,557.00",2025-11-19 19:36:09.061815 +00:00,закупка 2025-11-19
3396,12,23,received,"$4,910,500.00",2025-11-28 19:36:09.061815 +00:00,закупка 2025-11-28
3397,29,11,processing_by_supplier,"$1,731,147.00",2025-11-18 19:36:09.061815 +00:00,закупка 2025-11-18
3398,10,28,received,"$1,770,939.00",2025-12-09 19:36:09.061815 +00:00,закупка 2025-12-09
3399,46,34,shipped,"$1,964,468.00",2025-12-03 19:36:09.061815 +00:00,закупка 2025-12-03
3400,21,19,processing_by_supplier,"$2,031,369.00",2025-10-26 19:36:09.061815 +00:00,закупка 2025-10-26
3401,16,31,received,"$1,580,393.00",2025-10-22 19:36:09.061815 +00:00,закупка 2025-10-22
3402,6,36,shipped,"$4,489,981.00",2025-12-12 19:36:09.061815 +00:00,закупка 2025-12-12
3403,31,2,received,"$2,938,733.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
3404,11,1,shipped,"$1,846,641.00",2025-10-14 19:36:09.061815 +00:00,закупка 2025-10-14
3405,9,23,shipped,"$7,879,480.00",2025-11-09 19:36:09.061815 +00:00,закупка 2025-11-09
3406,33,11,shipped,"$1,904,641.00",2025-10-27 19:36:09.061815 +00:00,закупка 2025-10-27
3407,32,11,processing_by_supplier,"$4,710,575.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
3408,43,37,processing_by_supplier,"$3,679,688.00",2025-11-10 19:36:09.061815 +00:00,закупка 2025-11-10
3409,5,35,processing_by_supplier,"$2,764,347.00",2025-12-04 19:36:09.061815 +00:00,закупка 2025-12-04
3410,38,12,processing_by_supplier,"$3,305,494.00",2025-11-06 19:36:09.061815 +00:00,закупка 2025-11-06
3411,50,6,shipped,"$2,429,697.00",2025-10-16 19:36:09.061815 +00:00,закупка 2025-10-16
3412,50,25,received,"$2,653,833.00",2025-10-15 19:36:09.061815 +00:00,закупка 2025-10-15
3413,17,28,received,"$2,309,670.00",2025-10-30 19:36:09.061815 +00:00,закупка 2025-10-30
3414,10,22,received,"$1,884,247.00",2025-12-11 19:36:09.061815 +00:00,закупка 2025-12-11
3415,45,10,received,"$1,651,749.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
3416,9,14,shipped,"$5,300,640.00",2025-10-21 19:36:09.061815 +00:00,закупка 2025-10-21
3417,30,21,received,"$4,353,672.00",2025-11-28 19:36:09.061815 +00:00,закупка 2025-11-28
3418,12,1,received,"$2,179,685.00",2025-12-10 19:36:09.061815 +00:00,закупка 2025-12-10
3419,7,5,shipped,"$4,127,242.00",2025-11-08 19:36:09.061815 +00:00,закупка 2025-11-08
3420,46,13,received,"$4,831,072.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
3421,7,1,processing_by_supplier,"$1,825,082.00",2025-11-28 19:36:09.061815 +00:00,закупка 2025-11-28
3422,28,12,processing_by_supplier,"$8,228,186.00",2025-10-29 19:36:09.061815 +00:00,закупка 2025-10-29
3423,34,26,processing_by_supplier,"$4,691,884.00",2025-12-05 19:36:09.061815 +00:00,закупка 2025-12-05
3424,6,8,processing_by_supplier,"$2,497,233.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
